Communications;;;;;;
49;Scanner de combat;-;2000;1;6;Optique 360°, Audio, Infrarouge,Mouvement,Matériaux,Donnée.-2dés noirs luminosité,+2dés noirs interceptions
49;Comlink renforcé;-;450;3;4;Liaison satelite, +1 échec décoder transmissions, +1 succès vaincre brouillage
;;-;;;;
Poisons;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Detection;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Medical;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Cybernetic;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Recreational;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Security;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Survival;;;;;;
50;Condensateur;-;300;2;2;Eau pour une personne, batterie 6 mois
50;Filet de camouflage;-;100;4;2;+1 échec  jet perception, Silouhette 2
50;Outil de tranchée;-;20;1;1;Pèle, +2 dégats, Crit 4
50;Refuge portable;-;200;2;2;4 personnes, Senseur passif
50;Poids d'entraînement;-;100;3;3;+1 dé noir jet Vigueur, dextérité. +1 Xp par séance
;;-;;;;
Tools;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Droids;;;;;;
51;Droid de combat ASP-19;I;80000;0;9;Némésis,Pugilat2,Coercition3,SabreLaser2,Cac2,ArmeLourde2,Vigilance3
52;Droid scout Série-SR;I;13000;0;6;Rvial,Athlétisme2,Informatique3,SavoirGuerre3,Perception4,ArmeLourde2,Discretion4,Vigilance3
52;Droid de combat 'Harrier' MKIII;I;6000;0;6;Minion,Airspeeder,BlasterARepetition
;;-;;;;
